uid,gender,birth,age,zip,gender_pred,is_edm_ok,is_company,reject,PC,Phone,Tablet,Other,last_login,rfm_new,rfm_lastmonth,nes,frequency,monetary,recency,maxprice,avgprice,cnt_item,acc_discount,day_of_week,part_of_day,order_region0,order_region1,order_region2,order_store0,order_store1,order_store2,categories_0_,sign3_0,sign3_1,sign3_2,region3_0,region3_1,region3_2,sign6_0,sign6_1,sign6_2,region6_0,region6_1,region6_2,sign12_0,sign12_1,sign12_2,region12_0,region12_1,region12_2
20332645,O,,,404,F,FALSE,FALSE,FALSE,0,10,0,0,1,沉睡_低價值,高流失低潛力,潛在,,,331,,,,,2,早上,,,,,,,,書店,,,金石堂,,,食品,衣鞋包錶,書店,沖泡,行李箱,輕小說,生活,日用,休閒,輕小說,Kobo電子書,沖泡
17061412,O,,,406,F,FALSE,FALSE,FALSE,,,,,16,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17240003,O,,,407,F,FALSE,FALSE,FALSE,,,,,13,活躍_高價值,低潛力高貢獻,活耀,6,156843,17,62900,22406.14286,27,50,3,下午,,,,,,,,食品,周邊,日用,泡麵,潔牙/健康,,,,,,,,,,,,,
10706686,F,,,407,F,FALSE,FALSE,FALSE,,,,,13,未轉換,,潛在,,,449,,,,,5,下午,,,,,,,,通訊,,,小米旗艦店,,,,,,,,,,,,,,
8032920,O,,,407,F,FALSE,FALSE,FALSE,0,9,0,0,39,活躍_中價值,低潛力高貢獻,活耀,1,7442,43,7442,7442,4,318,,,,,,,,,,,,,,,,生活,,,玩具,,,日用,生活,周邊,醫療口罩專區,APPLE周邊,玩具
13214936,O,,,408,F,FALSE,FALSE,FALSE,,,,,1,活躍_高價值,高忠誠高貢獻,活耀,9,117039,1,84406,13004.33333,19,1140,3,下午,,,,,,,,,,,,,,,,,,,,周邊,,,商用列印,,
15269028,O,,,408,F,FALSE,FALSE,FALSE,,,,,29,活躍_低價值,非潛力,活耀,2,2423,29,1864,1211.5,13,113,3,下午,,,,,,,,,,,,,,,,,,,,,,,,,
14965617,O,,,408,F,FALSE,FALSE,FALSE,,,,,10,活躍_低價值,,活耀,1,689,12,689,689,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19847802,O,,,408,F,FALSE,FALSE,FALSE,,,,,82,活躍_低價值,非潛力,活耀,1,2590,82,2590,2590,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6918713,F,,,412,F,FALSE,FALSE,FALSE,,,,,29,活躍_低價值,低潛力高貢獻,活耀,1,790,32,790,790,1,0,2,下午,,,,,,,,休閒,,,汽百,,,書店,通訊,,童書繪本,藍牙耳機,,書店,通訊,日用,藍牙耳機,童書繪本,運動
14280502,O,,,412,F,FALSE,FALSE,FALSE,,,,,-1,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798593,F,,,412,F,FALSE,FALSE,FALSE,,,,,81,未轉換,,潛在,,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17418653,O,,,412,F,FALSE,FALSE,FALSE,,,,,6,活躍_低價值,非潛力,活耀,1,722,6,722,722,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15926339,O,,,412,F,FALSE,FALSE,FALSE,,,,,74,流失_低價值,沉睡1,潛在,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698917,O,,,500,F,FALSE,FALSE,FALSE,,,,,86,未轉換,,潛在,,,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071439,F,,,600,F,FALSE,FALSE,FALSE,,,,,35,活躍_低價值,非潛力,活耀,1,790,35,790,790,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12334381,F,,,600,F,FALSE,FALSE,FALSE,,,,,42,,,活耀,1,1197,42,1197,1197,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10730835,F,,,600,F,FALSE,FALSE,FALSE,,,,,3,活躍_低價值,非潛力,活耀,2,5778,3,4788,2889,2,0,7,下午,,,,,,,,,,,,,,,,,,,,,,,,,
18213377,F,19571008,66,701,F,FALSE,FALSE,FALSE,,,,,54,,,潛在,,,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585193,F,,,710,F,FALSE,FALSE,FALSE,,,,,14,活躍_低價值,高潛力低貢獻,活耀,2,1152,15,655,576,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5959150,F,,,710,F,FALSE,FALSE,FALSE,,,,,26,活躍_低價值,非潛力,活耀,2,27387,26,26288,13693.5,3,0,6,下午,,,,,,,,,,,,,,,,,,,,,,,,,
19771452,O,,,710,F,FALSE,FALSE,FALSE,,,,,85,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9170571,F,,,710,F,FALSE,FALSE,FALSE,0,0,3,0,9,活躍_高價值,待喚回忠誠,活耀,1,1076,12,1076,1076,4,0,1,下午,,,,,,,,生活,家電,,生活家電,餐廚,,休閒,3C,周邊,餐廚,鍋具,雨具,3C,周邊,生活,南紡家電,家用清潔,雨具
17630749,O,,,710,F,TRUE,FALSE,FALSE,,,,,8,活躍_低價值,,活耀,2,3190,9,2310,1595,4,200,1,下午,,,,,,,,,,,,,,,,,,,,,,,,,
17210865,O,,,710,F,FALSE,FALSE,FALSE,,,,,1,活躍_低價值,非潛力,活耀,1,799,1,799,799,1,0,2,晚上,,,,,,,,休閒,,,露營,,,,,,,,,,,,,,
16785659,O,,,807,F,FALSE,FALSE,FALSE,,,,,34,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21009329,F,19881204,35,813,F,FALSE,FALSE,FALSE,,,,,13,未轉換,,潛在,,,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903008,O,,,813,F,FALSE,FALSE,FALSE,0,3,0,0,45,沉睡_低價值,非潛力,潛在,,,183,,,,,,,,,,,,,,,,,,,,周邊,,,閱讀器,,,周邊,,,閱讀器,,
3133013,F,,,813,F,FALSE,FALSE,FALSE,,,,,24,活躍_低價值,非潛力,活耀,1,11249,53,11249,11249,7,0,,,,,,,,,,,,,,,,,,,,,,休閒,,,運動鞋,,
899630,F,,,830,F,FALSE,FALSE,FALSE,,,,,88,活躍_低價值,低潛力高貢獻,活耀,3,2809,14,999,936.3333333,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
661243,F,,,830,F,FALSE,FALSE,FALSE,,,,,19,未轉換,,潛在,,,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9888595,O,,,830,F,TRUE,FALSE,FALSE,,,,,75,流失_低價值,沉睡1,潛在,,,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911388,F,,,613,M,TRUE,FALSE,FALSE,,,,,18,沉睡_低價值,非潛力,潛在,,,232,,,,,7,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
17962435,O,,,401,M,FALSE,FALSE,FALSE,,,,,57,活躍_低價值,非潛力,活耀,2,993,36,645,496.5,3,0,1,晚上,,,,,,,,保健,,,醫療口罩,,,,,,,,,,,,,,
20455332,O,,,630,M,FALSE,FALSE,FALSE,,,,,51,活躍_低價值,低潛力低貢獻,活耀,2,588,38,298,294,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19621524,O,,,437,M,FALSE,FALSE,FALSE,,,,,34,,,活耀,1,329,34,329,329,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661064,O,,,244,M,FALSE,FALSE,FALSE,,,,,31,沉睡_低價值,高流失低潛力,潛在,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348089,O,,,403,M,FALSE,FALSE,FALSE,11,0,0,0,22,活躍_高價值,高忠誠高貢獻,活耀,3,3755,24,2309,1251.666667,6,320,,,,,,,,,,,,,,,,數位,通訊,,攝錄影器材,線材,iPhone殼套,日用,生活,數位,線材,攝錄影器材,iPhone殼套
18408620,M,19860918,37,244,M,FALSE,FALSE,FALSE,,,,,22,活躍_中價值,低潛力高貢獻,活耀,2,1005,23,687,502.5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18556772,O,,,226,M,FALSE,FALSE,FALSE,,,,,65,活躍_低價值,低潛力高貢獻,活耀,6,10369,7,2451,1728.166667,7,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
12258798,O,,,248,M,FALSE,TRUE,FALSE,,,,,57,未轉換,,潛在,,,326,,,,,2,下午,,,,,,,,,,,,,,,,,,,,,,,,,
13101168,O,,,806,M,TRUE,FALSE,FALSE,,,,,2,未轉換,,潛在,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494200,M,,,249,M,FALSE,FALSE,FALSE,,,,,89,活躍_中價值,低潛力高貢獻,活耀,1,6790,73,6790,6790,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756892,M,,,244,M,FALSE,FALSE,FALSE,3,0,0,0,4,待喚回_中價值,待喚回忠誠,潛在,,,155,,,,,,,,,,,,,,,,,,,,衣鞋包錶,,,,,,食品,生活,衣鞋包錶,,,
1114862,M,,,704,M,TRUE,FALSE,FALSE,,,,,15,活躍_中價值,低潛力高貢獻,活耀,2,35270,15,33980,17635,2,100,2,半夜,,,,,,,,數位,,,相機鏡頭,,,,,,,,,休閒,數位,,,,
6566798,M,,,239,M,FALSE,FALSE,FALSE,,,,,38,待喚回_中價值,低潛力高貢獻,潛在,,,107,,,,,,,,,,,,,,,,,,,,周邊,,,Logitech/羅技,,,生活,周邊,,收納,Logitech/羅技,
19787067,O,,,265,M,FALSE,FALSE,FALSE,,,,,36,活躍_低價值,低潛力高貢獻,活耀,1,14990,37,14990,14990,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10948598,O,,,436,M,FALSE,FALSE,FALSE,6,0,0,0,2,活躍_低價值,,活耀,1,980,4,980,980,2,0,1,晚上,,,,,,,,書店,,,動漫,,,書店,,,財經投資,,,書店,食品,,泡麵,財經投資,
13217419,O,,,326,M,FALSE,FALSE,FALSE,,,,,40,活躍_低價值,高潛力高貢獻,活耀,1,2280,69,2280,2280,1,0,6,早上,,,,,,,,家電,,,液晶電視,,,日用,食品,生活,生活家電,3M科技生活館,零食,生活,食品,家電,3M科技生活館,零食,生活家電
6744037,M,,,303,M,FALSE,FALSE,FALSE,,,,,3,活躍_低價值,,活耀,1,799,4,799,799,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20008384,M,19990806,24,265,M,FALSE,FALSE,FALSE,,,,,11,活躍_中價值,非潛力,活耀,2,40178,11,32888,20089,4,0,6,下午,,,,,,,,通訊,,,iPhone殼套,,,,,,,,,通訊,休閒,,記錄器,,
3359274,M,,,350,M,FALSE,FALSE,FALSE,,,,,21,活躍_高價值,,活耀,1,1194,22,1194,1194,3,0,,,,,,,,,,,,,,,,通訊,,,,,,通訊,3C,,內接硬碟,,
17044445,O,,,821,M,FALSE,FALSE,FALSE,,,,,37,活躍_低價值,低潛力低貢獻,活耀,2,2399,13,1748,1199.5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20047284,O,,,508,M,FALSE,FALSE,FALSE,,,,,1,活躍_低價值,沉睡1,活耀,1,3490,1,3490,3490,1,0,2,半夜,,,,,,,,,,,,,,,,,,,,,,,,,
20821210,O,,,202,M,FALSE,FALSE,FALSE,,,,,80,活躍_低價值,非潛力,活耀,1,1798,80,1798,1798,2,0,6,晚上,,,,,,,,3C,,,S　S　D,,,,,,,,,,,,,,
13778201,O,,,351,M,FALSE,FALSE,FALSE,,,,,51,活躍_中價值,高潛力高貢獻,活耀,3,39182,46,34900,13060.66667,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17389849,O,,,973,M,FALSE,FALSE,FALSE,,,,,6,流失_低價值,高流失低潛力,潛在,,,363,,,,,2,晚上,,,,,,,,,,,,,,家電,,,洗/乾衣機,,,家電,,,洗/乾衣機,,
7025877,M,,,722,M,FALSE,TRUE,FALSE,1,0,0,0,83,活躍_低價值,低潛力低貢獻,活耀,1,369,24,369,369,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893626,M,,,811,M,FALSE,FALSE,FALSE,,,,,13,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16762028,O,,,821,M,FALSE,FALSE,FALSE,,,,,44,活躍_低價值,非潛力,活耀,1,8888,45,8888,8888,6,0,6,半夜,,,,,,,,周邊,,,手寫/繪圖板,,,,,,,,,生活,周邊,,電腦椅,辦公椅,
6534322,M,,,401,M,TRUE,FALSE,FALSE,,,,,2,,,活耀,1,800,2,800,800,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19308984,O,,,411,M,FALSE,FALSE,FALSE,,,,,10,活躍_低價值,非潛力,活耀,1,998,9,998,998,1,0,,,,,,,,,,,,,,,,周邊,通訊,生活,影音/劇院,電腦資訊,線材,書店,生活,周邊,電腦資訊,金石堂,線材
6403268,M,,,800,M,FALSE,FALSE,FALSE,,,,,1,活躍_低價值,非潛力,活耀,1,6278,3,6278,6278,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13865293,O,,,804,M,FALSE,FALSE,FALSE,,,,,54,活躍_低價值,非潛力,活耀,1,950,54,950,950,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16455669,O,,,427,M,FALSE,FALSE,FALSE,,,,,37,活躍_中價值,非潛力,活耀,2,9506,37,7010,3168.666667,4,0,1,晚上,,,,,,,,家電,,,dyson,,,生活,,,電工,,,生活,,,電工,,
13894799,O,,,827,M,FALSE,FALSE,FALSE,,,,,6,活躍_中價值,低潛力高貢獻,活耀,1,2099,67,2099,2099,2,0,7,早上,,,,,,,,,,,,,,生活,,,餐具,,,生活,,,餐具,,
17347802,O,,,540,M,TRUE,FALSE,FALSE,,,,,12,,,活耀,1,11690,63,11690,11690,2,0,3,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
14278880,O,,,403,M,FALSE,FALSE,FALSE,,,,,34,,,活耀,1,599,34,599,599,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183476,M,,,926,M,FALSE,FALSE,FALSE,,,,,43,活躍_中價值,低潛力高貢獻,活耀,2,3289,42,2299,1644.5,2,0,2,下午,,,,,,,,,,,,,,,,,,,,休閒,3C,,機能服,登山,
9562050,O,,,224,M,FALSE,FALSE,FALSE,,,,,73,活躍_低價值,高潛力高貢獻,活耀,1,8090,89,8090,8090,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147550,M,,,507,M,FALSE,FALSE,FALSE,,,,,68,沉睡_低價值,非潛力,潛在,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6612314,M,,,806,M,FALSE,FALSE,FALSE,,,,,13,待喚回_低價值,非潛力,潛在,,,105,,,,,,,,,,,,,,,,,,,,生活,,,床包,,,生活,美妝,,髮妝造型,床包,
9660775,M,,,244,M,FALSE,FALSE,FALSE,,,,,23,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9881334,O,,,730,M,FALSE,FALSE,FALSE,,,,,2,活躍_低價值,高潛力高貢獻,活耀,4,16758,14,12580,4189.5,4,120,1,半夜,,,,,,,,數位,日用,3C,家用清潔,GoPro,運動/攝影機,,,,,,,,,,,,
16065135,O,,,325,M,FALSE,FALSE,FALSE,,,,,41,沉睡_低價值,高流失低潛力,潛在,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858523,M,,,260,M,FALSE,FALSE,FALSE,8,0,0,0,55,活躍_低價值,低潛力高貢獻,活耀,2,980,47,780,490,2,66,4,下午,,,,,,,,,,,,,,家電,周邊,3C,電玩/遊戲,手寫/繪圖板,Kobo電子書,書店,周邊,3C,露天,吸塵器,手寫/繪圖板
15764092,O,,,545,M,TRUE,FALSE,FALSE,,,,,25,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18221312,O,,,249,M,TRUE,FALSE,FALSE,,,,,72,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18232334,O,,,880,M,TRUE,FALSE,FALSE,,,,,56,未轉換,,潛在,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14346755,O,,,542,M,FALSE,FALSE,FALSE,2,0,0,0,87,活躍_中價值,高忠誠高貢獻,潛在,,,90,,,,,2,晚上,,,,,,,,,,,,,,休閒,食品,生活,露營,男性,養生,食品,生活,3C,男性,露營,電風扇
12631732,O,,,900,M,TRUE,FALSE,FALSE,,,,,85,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18085525,O,,,436,M,FALSE,FALSE,FALSE,,,,,57,未轉換,,潛在,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19860142,O,,,722,M,FALSE,FALSE,FALSE,,,,,33,活躍_低價值,非潛力,活耀,1,1819,33,1819,1819,1,0,2,下午,,,,,,,,休閒,,,汽百,,,,,,,,,,,,,,
10041791,O,,,542,M,FALSE,FALSE,FALSE,,,,,90,活躍_中價值,非潛力,睡眠,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980293,O,,,702,M,FALSE,FALSE,FALSE,1,0,0,0,6,待喚回_低價值,非潛力,潛在,,,155,,,,,4,下午,,,,,,,,,,,,,,休閒,,,18+女,,,休閒,,,18+女,,
19656527,O,,,524,M,FALSE,FALSE,FALSE,,,,,3,活躍_低價值,,活耀,1,1560,0,1560,1560,2,0,7,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
219699,M,,,222,M,FALSE,TRUE,FALSE,4,0,0,0,4,活躍_高價值,高忠誠高貢獻,活耀,5,7154,5,3680,1430.8,8,0,5,晚上,,,,,,,,休閒,,,露營,,,生活,食品,休閒,智慧穿戴,,,生活,食品,家電,智慧穿戴,餐廚,泡麵
9417762,O,,,268,M,FALSE,FALSE,FALSE,,,,,40,活躍_中價值,高忠誠高貢獻,活耀,5,12234,4,7490,2446.8,10,50,,,,,,,,,,,,,,,,休閒,,,,,,休閒,,,,,
15135508,O,,,510,M,TRUE,FALSE,FALSE,,,,,36,,,活耀,1,896,36,896,896,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13857136,O,,,826,M,FALSE,FALSE,FALSE,,,,,0,活躍_中價值,高忠誠高貢獻,活耀,2,2559,36,1790,1279.5,8,0,2,早上,,,,,,,,周邊,3C,,南紡3C,Logitech/羅技,滑鼠,生活,食品,美妝,喇叭,進口零食,施巴,生活,休閒,3C,香氛美體,IRIS,零食
14892886,O,,,403,M,FALSE,FALSE,FALSE,6,0,0,0,22,活躍_中價值,,活耀,4,10180,22,7507,2545,12,616,7,晚上,,,,,,,,日用,,,3M科技生活館,,,日用,,,醫療保健,,,日用,生活,,醫療保健,,
12488813,O,,,326,M,FALSE,FALSE,FALSE,,,,,42,活躍_低價值,非潛力,活耀,1,26990,42,26990,26990,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7171462,M,,,403,M,FALSE,FALSE,FALSE,,,,,13,活躍_中價值,低潛力高貢獻,活耀,3,12056,13,9779,4018.666667,7,0,2,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
19701407,M,19940914,29,305,M,FALSE,FALSE,FALSE,37,0,0,0,40,活躍_中價值,高忠誠高貢獻,活耀,1,1118,64,1118,1118,1,0,5,下午,,,,,,,,居家,,,收納用品,,,休閒,食品,生活,修繕,冷凍,登山,休閒,衣鞋包錶,生活,冷凍,園藝,露營
3547589,M,,,700,M,FALSE,TRUE,FALSE,,,,,6,活躍_中價值,低潛力高貢獻,活耀,2,62910,5,62211,20970,5,0,4,下午,,,,,,,,,,,,,,,,,,,,,,,,,
11822005,M,,,702,M,FALSE,FALSE,FALSE,,,,,72,活躍_低價值,非潛力,活耀,1,1490,72,1490,1490,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7312136,M,,,803,M,FALSE,FALSE,FALSE,,,,,16,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13103864,O,,,955,M,TRUE,FALSE,FALSE,,,,,11,活躍_中價值,高流失低潛力,活耀,1,26659,9,26659,26659,5,0,6,下午,,,,,,,,,,,,,,,,,,,,,,,,,
16636252,O,,,411,M,FALSE,FALSE,FALSE,,,,,83,活躍_低價值,低潛力高貢獻,活耀,1,7899,86,3388,1974.75,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288324,M,,,222,M,FALSE,FALSE,FALSE,16,0,0,0,34,活躍_中價值,低潛力高貢獻,活耀,4,20468,8,16800,5117,4,200,3,早上,,,,,,,,通訊,家電,,手機平板配件,冷熱飲水,,休閒,生活,家電,耳機/麥克風,衛浴設備,汽百,休閒,周邊,3C,衛浴設備,三井3C,耳機/麥克風
390538,M,,,640,M,FALSE,FALSE,FALSE,,,,,70,,,潛在,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17681722,O,,,950,M,FALSE,FALSE,FALSE,,,,,4,活躍_低價值,沉睡1,活耀,1,699,5,699,699,1,0,,,,,,,,,,,,,,,,,,,,,,家電,,,清淨機,,
6014965,M,,,420,M,FALSE,FALSE,FALSE,,,,,11,,,潛在,,,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8613760,M,,,325,M,FALSE,FALSE,FALSE,,,,,33,活躍_低價值,非潛力,活耀,1,3280,34,3280,3280,1,0,4,晚上,,,,,,,,家電,,,通訊/辦公,,,生活,家電,通訊,燈飾,生活家電,小米旗艦店,家電,生活,通訊,小米旗艦店,燈飾,生活家電
14546935,O,,,558,M,FALSE,FALSE,FALSE,,,,,34,活躍_低價值,低潛力高貢獻,活耀,1,1399,34,1084,699.5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5319703,M,,,420,M,TRUE,FALSE,FALSE,,,,,88,活躍_高價值,低潛力高貢獻,活耀,1,1297,88,1297,1297,4,0,1,早上,,,,,,,,居家,,,,,,生活,家電,,電工,電暖器,,家電,生活,,電工,電暖器,電子鍋/電鍋
18225939,O,,,702,M,FALSE,FALSE,FALSE,,,,,64,活躍_低價值,低潛力高貢獻,活耀,2,2778,64,1988,1389,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97652,M,,,622,M,FALSE,FALSE,FALSE,0,2,0,0,79,沉睡_低價值,待喚回高潛力,潛在,,,188,,,,,1,晚上,,,,,,,,食品,,,奶粉,,,,,,,,,家電,,,,,
7080879,M,19800915,43,414,M,FALSE,FALSE,FALSE,,,,,3,流失_低價值,沉睡1,潛在,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20767784,O,,,802,M,FALSE,FALSE,FALSE,,,,,11,活躍_低價值,非潛力,活耀,1,2716,11,2716,2716,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12856374,O,,,270,M,FALSE,FALSE,FALSE,,,,,7,活躍_中價值,低潛力高貢獻,活耀,8,9936,7,2089,993.6,25,50,3,早上,,,,,,,,,,,,,,,,,,,,,,,,,
6008745,M,,,411,M,FALSE,FALSE,FALSE,,,,,50,活躍_中價值,高忠誠高貢獻,活耀,8,20006,5,6015,2000.6,21,100,5,晚上,DYAU,,,DYAU01,,,信用卡,周邊,,,USBHUB/周邊,充電/電池,,,,,,,,,,,,,
11163691,O,,,802,M,FALSE,FALSE,FALSE,,,,,0,活躍_高價值,高忠誠高貢獻,活耀,7,60912,22,52900,7614,17,0,3,晚上,,,,,,,,3C,筆電,周邊,線材,,,,,,,,,周邊,,,,,
2845927,M,,,358,M,FALSE,FALSE,FALSE,7,0,0,0,66,沉睡_高價值,流失忠誠,潛在,,,212,,,,,1,下午,,,,,,,,休閒,3C,,電腦機殼,汽百,主機板,家電,食品,休閒,維他命,露營,生活家電,家電,3C,休閒,顯示卡,生活家電,智慧穿戴
11852999,O,,,205,F,FALSE,FALSE,FALSE,6,0,0,0,12,活躍_中價值,高忠誠高貢獻,活耀,8,10625,27,3601,1328.125,27,431,4,早上,,,,,,,,生活,衣鞋包錶,食品,旅用品,嬰童,USBHUB/周邊,數位,周邊,通訊,Qi/行電,耳機/麥克風,修繕,數位,通訊,周邊,修繕,APPLE周邊,進口食材
11162378,O,,,820,F,TRUE,FALSE,FALSE,,,,,50,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16499230,O,,,204,F,FALSE,FALSE,FALSE,,,,,89,活躍_低價值,低潛力高貢獻,活耀,1,1649,89,1649,1649,2,0,,,,,,,,,,,,,,,,,,,,,,生活,,,晾曬,,
5474983,F,,,510,F,FALSE,FALSE,FALSE,,,,,70,沉睡_低價值,非潛力,潛在,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11480634,O,,,435,F,FALSE,FALSE,FALSE,,,,,83,活躍_低價值,低潛力高貢獻,活耀,1,1990,83,1990,1990,1,0,,,,,,,,,,,,,,,,數位,,,Nintendo,,,數位,,,Nintendo,,
16691919,O,,,312,F,FALSE,FALSE,FALSE,2,0,0,0,52,活躍_低價值,低潛力高貢獻,活耀,1,1099,41,1099,1099,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10553352,O,,,260,F,FALSE,FALSE,FALSE,,,,,5,活躍_中價值,低潛力高貢獻,活耀,1,781,27,781,781,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16506928,O,,,420,F,FALSE,FALSE,FALSE,,,,,35,,,活耀,1,2976,40,2976,2976,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640228,F,,,436,F,FALSE,FALSE,FALSE,,,,,42,,,潛在,,,,,,,,3,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
9315968,O,,,946,F,FALSE,TRUE,FALSE,,,,,25,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8928328,O,,,270,F,FALSE,FALSE,FALSE,,,,,8,,,活耀,1,1857,8,1857,1857,4,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
14700845,O,,,811,F,FALSE,FALSE,FALSE,,,,,42,沉睡_低價值,非潛力,潛在,,,197,,,,,3,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
13402835,O,,,842,F,FALSE,FALSE,FALSE,,,,,48,活躍_低價值,低潛力高貢獻,活耀,1,2980,48,2980,2980,2,0,6,下午,,,,,,,,,,,,,,,,,,,,,,,,,
14324154,O,,,557,F,FALSE,FALSE,FALSE,,,,,89,活躍_低價值,,活耀,1,450,1,450,450,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17383457,O,,,202,F,FALSE,FALSE,FALSE,,,,,40,活躍_高價值,高忠誠高貢獻,活耀,4,10107,40,6556,2526.75,10,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
12268437,F,,,928,F,FALSE,FALSE,FALSE,,,,,40,,,活耀,1,888,40,888,888,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10238569,O,,,202,F,FALSE,FALSE,FALSE,,,,,74,活躍_高價值,高忠誠高貢獻,活耀,7,0,23,0,0,8,454,,,,,,,,,,,,,,,,,,,,,,,,,,,
7693303,F,,,204,F,FALSE,FALSE,FALSE,,,,,75,流失_中價值,待喚回低潛力,潛在,,,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17689802,F,19900502,33,249,F,FALSE,FALSE,FALSE,,,,,50,活躍_低價值,非潛力,活耀,1,2100,63,2100,2100,5,0,,,,,,,,,,,,,,,,生活,,,文具,,,生活,,,文具,,
7512025,O,,,883,F,FALSE,FALSE,FALSE,,,,,73,活躍_中價值,高忠誠高貢獻,活耀,1,6490,55,6490,6490,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20043279,O,,,730,F,TRUE,FALSE,FALSE,,,,,66,,,活耀,1,1400,66,1400,1400,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
